name,index year,overall score,property rights,freedom from corruption,fiscal freedom,government spending,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom
Saint Vincent and the Grenadines,2012,66.5,70,64,71.5,60.7,77.4,76.7,81.1,73.3,50,40
Samoa,2012,60.5,60,41,80.3,61.3,72.9,82.3,77,70,30,30
Ṣo Tom̩ and Pr�_ncipe ,2012,50.2,30,30,87,49.1,53.2,46.1,64.6,66.6,45,30
Saudi Arabia,2012,62.5,45,47,99.6,37.3,87.5,71.1,64.9,82.3,40,50
Senegal,2012,55.4,40,29,65.4,78.5,58.4,43.5,81.6,72.2,45,40
Serbia ,2012,58,40,35,84.1,39.3,56.5,68.7,68,77.9,60,50
Seychelles,2012,53,50,48,76,59.6,62.3,58,67.4,33.4,45,30
Sierra Leone,2012,49.1,10,24,80.9,84.3,51.8,42,70.1,62.8,45,20
Singapore,2012,87.5,90,93,91.3,91.3,97.2,92.1,84.8,90,75,70
Slovakia,2012,67,50,43,84.2,48.2,71,58.1,83.5,87.1,75,70
Slovenia,2012,62.9,60,64,64.8,27.9,81.4,42.2,81.2,87.1,70,50
Solomon Islands,2012,46.2,30,28,69.3,30.3,63.7,68.1,77.4,55.4,10,30
Somalia,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2012,62.7,50,45,70.7,71.9,75.8,57.3,75,76.3,45,60
South Korea,2012,69.9,70,54,72.8,67.2,93.6,49.7,78.9,72.6,70,70
Spain,2012,69.1,70,61,61.3,37.1,81.3,51.8,81.5,87.1,80,80
Sri Lanka,2012,58.3,40,32,73.5,81.4,78,62.1,68.5,77.1,30,40
Sudan,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2012,52.6,40,37,63.2,67.5,40.7,81.2,74.5,66.3,25,30
Swaziland,2012,57.2,40,32,67.2,56.5,66.4,70.8,74.5,69.7,55,40
Sweden,2012,71.7,90,92,39.1,8.8,94.6,54.6,80.9,87.1,90,80
Switzerland,2012,81.1,90,87,67.9,65.8,77.9,87.9,84.4,90,80,80
Syria,2012,51.2,30,25,84.4,78.5,60.1,50,70.9,72.8,20,20
Taiwan,2012,71.9,70,58,80.4,92.3,88.5,46.6,83.1,85,65,50
Tajikistan,2012,53.4,20,21,89,75.5,61.6,56.8,67.4,82.5,20,40
Tanzania,2012,57,30,27,79.7,80.2,45.2,60.1,69.4,73.5,55,50
Thailand ,2012,64.9,45,35,75.1,87.5,72.5,79,69.3,75.2,40,70
The Bahamas,2012,68,70,55,97.7,85.2,70.9,82.7,76,42.2,30,70
The Gambia,2012,58.8,30,32,75,85.5,56.3,67.2,71,60.5,60,50
The Netherlands,2012,73.3,90,88,51.2,20.9,81.9,60,83.6,87.1,90,80
The Philippines,2012,57.1,30,24,79.1,89.7,54.3,51.7,77.1,75.5,40,50
Timor-Leste,2012,43.3,20,25,64.7,0,43.1,75.1,77.4,73,35,20
Togo,2012,48.3,30,24,68.6,85.6,34.8,45.2,78.3,61.7,25,30
Tonga,2012,57,25,30,85.9,62.2,77.5,92.1,72.1,75.3,30,20
Trinidad and Tobago,2012,64.4,50,36,85.5,65.1,60.1,77.3,70.1,69.9,60,70
Tunisia,2012,58.6,40,43,74.8,71.5,82.9,74.1,76.9,58.1,35,30
Turkey,2012,62.5,50,44,77.7,58.5,67.1,40,71.9,85.4,70,60
Turkmenistan,2012,43.8,10,16,98.4,93.5,30,30,71,79.2,0,10
Uganda,2012,61.9,30,25,80.4,93,49.1,87.9,74.6,73.6,45,60
Ukraine,2012,46.1,30,24,78.2,29.4,46.2,51.2,67.7,84.4,20,30
United Arab Emirates,2012,69.3,55,63,99.9,80.1,68,78.8,80.9,82.6,35,50
United Kingdom,2012,74.1,90,76,56.4,21.5,94.7,71.5,73.9,87.1,90,80
United States,2012,76.3,85,71,69.8,46.7,91.1,95.8,77.2,86.4,70,70
Uruguay ,2012,69.9,70,69,81.2,68.7,74.9,74,73.4,82.9,75,30
Uzbekistan,2012,45.8,15,16,94.4,64.9,67.6,60.1,64.2,66.1,0,10
Vanuatu,2012,56.6,40,36,97,79.9,59.3,50.7,78.4,55.1,30,40
Venezuela ,2012,38.1,5,20,74.8,67.3,47.3,36,46.4,58.8,5,20
Vietnam,2012,51.3,15,27,76.5,66.5,61.1,67.3,75.1,79.6,15,30
Yemen,2012,55.3,30,22,83.1,62.8,71.5,57.3,69.3,81.5,45,30
Zambia,2012,58.3,30,30,73.3,84.9,61.2,51.1,64.9,82.3,55,50
Zimbabwe,2012,26.3,10,24,65.2,38.7,34.9,29.6,0,50.4,0,10
Afghanistan,2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Albania,2011,64,35,32,92.1,68.7,67.1,50.4,79.9,79.8,65,70
Algeria,2011,52.4,30,28,83.5,62.4,69.4,52.9,75.4,72.8,20,30
Angola,2011,46.2,20,19,84.5,48.1,41.4,42.3,61.8,70.2,35,40
Argentina,2011,51.7,20,29,68.7,81.7,62.4,47.9,63.2,69.5,45,30
Armenia,2011,69.7,30,27,89.2,85.7,82.4,75.9,76,85.5,75,70
Australia,2011,82.5,90,87,61.3,64.7,90.1,92.2,85,84.4,80,90
Austria,2011,71.9,90,79,50.3,28,72.8,78.2,82.9,87.6,80,70
Azerbaijan,2011,59.7,20,23,83.9,71,72.9,81.1,72.6,77.1,55,40
Bahrain,2011,77.7,60,51,99.8,80.2,77.4,97,74,82.8,75,80
Bangladesh ,2011,53,20,24,72.7,92.4,65,54.3,68.6,58,55,20
Barbados,2011,68.5,80,74,70.7,48.8,90,80,76.3,60.5,45,60
Belarus,2011,47.9,20,24,83.6,26.2,70.6,82.3,62.2,80.3,20,10
Belgium,2011,70.2,80,71,41.8,25,92.6,71,82.5,87.6,80,70
Belize,2011,63.8,40,29,82.3,76.1,73.7,86.5,78.8,71.5,50,50
Benin,2011,56,30,29,75.8,84.1,43,50.7,78.2,58.8,60,50
Bhutan,2011,57.6,60,50,83.9,64.1,59.8,84.7,71.8,52,20,30
Bolivia,2011,50,10,27,83.9,63.7,57.2,41.5,68.8,77.6,20,50
Bosnia and Herzegovina,2011,57.5,20,30,83.9,24.1,60.4,60.2,80.6,86,70,60
Botswana,2011,68.8,70,56,78.4,51.5,70.5,70,70.9,75.2,75,70
Brazil,2011,56.3,50,37,69,49.6,54.3,57.8,75.9,69.8,50,50
Bulgaria,2011,64.9,30,38,86.9,58.3,75.8,82,75.5,87.6,55,60
Burkina Faso,2011,60.6,30,36,80.5,86,61.5,53.5,76.8,76.2,55,50
Burma,2011,37.8,5,14,81.9,98.1,20,20,56.6,72.3,0,10
Burundi,2011,49.6,20,18,72.3,52,36.8,67.1,66.1,78.8,55,30
Cambodia,2011,57.9,30,20,90.9,94.2,39.5,46.3,78,70,60,50
Cameroon,2011,51.8,30,22,66.9,89.7,44.1,47,73.3,59.6,35,50
Canada,2011,80.8,90,87,78,52.7,96.4,81.7,78.8,88.1,75,80
Cape Verde,2011,64.6,65,51,77.3,71,64.8,50,79.2,67.6,60,60
Central African Republic,2011,49.3,20,20,65.4,92.8,36.8,48.2,71.3,58.1,50,30
Chad,2011,45.3,20,16,50.4,85.3,25.3,44.8,70.6,55.6,45,40
Chile,2011,77.4,85,67,77.7,86.6,67.2,74.5,77.9,88,80,70
China,2011,52,20,36,70.3,87,49.8,54.9,75.3,71.6,25,30
Colombia,2011,68,50,37,74.5,78.9,86.1,79.3,75.8,73.2,65,60
Comoros,2011,43.8,30,23,64.8,77.8,42.9,30.7,76.2,62.4,10,20
Costa Rica ,2011,67.3,55,53,82.3,86.9,58.2,62.1,70.7,85.2,70,50
C̫te d'Ivoire ,2011,55.4,30,21,78.5,88.4,43.3,55.7,80.2,72.2,35,50
Croatia,2011,61.1,40,41,74.6,50.3,65.2,44.1,78.5,87.6,70,60
Cuba,2011,27.7,10,44,49,0,10,20,71.6,62.2,0,10
Cyprus,2011,73.3,80,66,74.6,45.6,80.1,71.4,87.6,82.6,75,70
Czech Republic,2011,70.4,65,49,81,44.8,69.8,77,80,87.6,70,80
Democratic Republic of Congo,2011,40.7,10,19,73.3,84.5,37.8,37.3,46.7,63,15,20
Denmark,2011,78.6,90,93,43.2,19.5,99.7,92.1,81.4,87.6,90,90
Djibouti,2011,54.5,30,28,79.6,50.5,32.9,67.7,76.6,59.6,60,60
Dominica,2011,63.3,65,59,69.5,45.8,74.8,62.8,86.3,74.3,65,30
Dominican Republic,2011,60,30,30,85.3,89.1,56.4,57.1,77.1,79.8,55,40
Ecuador,2011,47.1,20,22,78.9,50.1,53.5,40.1,64.9,76,25,40
Egypt,2011,59.1,40,28,89.6,65.3,64.5,53.6,60.8,74,65,50
El Salvador ,2011,68.8,40,34,85.8,88,65.5,64.9,79.9,85,75,70
Equatorial Guinea,2011,47.5,20,18,75.5,80.5,44.2,43.1,74.4,58.9,20,40
Eritrea,2011,36.7,10,26,73,31.5,18.2,73.4,46,69.1,0,20
Estonia,2011,75.2,80,66,80.7,52.2,80.9,55.8,78.7,87.6,90,80
Ethiopia,2011,50.5,30,27,74.5,88.7,67.4,57.1,54.3,65.6,20,20
Fiji,2011,60.4,30,40,78.1,81.3,63.2,75.7,76.1,69.8,30,60
Finland,2011,74,90,89,65.3,26.5,95,41.4,80.7,87.6,85,80
France,2011,64.6,80,69,52.3,16.4,85.6,51.4,83.7,82.6,55,70
Gabon,2011,56.7,40,29,74.5,87.9,57.3,58.8,73.8,61,45,40
Georgia,2011,70.4,40,41,87.5,60.3,87.3,92.1,76.7,89.2,70,60
Germany,2011,71.8,90,80,58.5,42.7,89.6,40.6,83.9,87.6,85,60
Ghana,2011,59.4,50,39,83.3,46.1,63.4,56.1,63.3,67.8,65,60
Greece,2011,60.3,50,38,65.9,34.3,76.2,55.2,80.6,82.6,60,60
Guatemala ,2011,61.9,35,34,79.5,94.4,52.1,53.4,76.4,84.6,60,50
Guinea,2011,51.7,20,18,69.6,90.9,40.8,66.6,70.3,61.2,40,40
Guinea-Bissau,2011,46.5,20,19,88.7,54.8,25.5,61.4,72.2,63.6,30,30
Guyana,2011,49.4,30,26,64.6,29.1,66.8,60.3,75.8,71.3,30,40
Haiti,2011,52.1,10,18,80.9,90.1,37.5,76.4,73.7,74.8,30,30
Honduras ,2011,58.6,30,25,83.5,85.7,62.1,29.7,73.2,77,60,60
Hong Kong,2011,89.7,90,82,93.3,89.6,98.7,86.2,87.1,90,90,90
Hungary ,2011,66.6,65,51,69.7,27.4,76.5,67.7,75.9,87.6,75,70
Iceland,2011,68.2,90,87,69.8,0,92.7,60.7,68.6,88.2,65,60
India,2011,54.6,50,34,75.4,77.8,36.9,67.2,65.1,64.2,35,40
Indonesia,2011,56,30,28,83,88.9,54.9,51.8,74.3,73.8,35,40
Iran,2011,42.1,10,18,81.1,76,69.4,50.7,60.7,44.8,0,10
Iraq,2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ireland,2011,78.7,90,80,72.1,47.1,92,77.5,80.7,87.6,90,70
Israel,2011,68.5,70,61,62.3,44.8,66.1,64.3,78.4,87.8,80,70
Italy,2011,60.3,50,43,55.4,28.6,77.3,44.4,82.1,87.6,75,60
Jamaica ,2011,65.7,40,30,75.9,64.7,86.3,70.2,72.5,72.2,85,60
Japan,2011,72.8,80,77,67,58.7,83.8,81.1,87.9,82.6,60,50
Jordan,2011,68.9,55,50,92.7,60.9,65.8,74.2,81.4,78.8,70,60
Kazakhstan,2011,62.1,35,27,87.3,78.5,74.3,88.4,69.9,80.9,30,50
Kenya,2011,57.4,30,22,77.6,72.8,62.2,62.9,73.2,72.8,50,50
Kiribati,2011,44.8,30,28,60.3,0,62.9,85.1,71.1,55.4,25,30
Kuwait,2011,64.9,50,41,99.9,69.7,64.4,67.9,69.3,81.6,55,50
Kyrgyz Republic ,2011,61.1,25,19,92.6,74.2,75.4,88.1,68.6,63.2,55,50
Laos,2011,51.3,20,20,79.9,90.1,58.8,49.9,80.4,68.4,25,20
Latvia,2011,65.8,50,45,82.5,55.5,72.8,61.3,73.5,87.6,80,50
Lebanon,2011,60.1,25,25,91,64.9,57.5,59,77.7,80.5,60,60
Lesotho,2011,47.5,40,33,48.2,21.4,58.9,63.7,71.6,63.6,35,40
Liberia,2011,46.5,30,31,73.3,66.5,51.8,48.9,69.5,53.8,20,20
Libya,2011,38.6,10,25,80.3,44.5,20,20,71,85,10,20
Liechtenstein,2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2011,71.3,60,49,86.1,58,81.7,55.6,74.5,87.6,80,80
Luxembourg,2011,76.2,90,82,66.7,58.5,76.4,44.1,82.1,87.6,95,80
Macau,2011,73.1,60,53,76.6,93.3,60,60,83.4,90,85,70
Macedonia,2011,66,35,38,90,64.3,64.6,79.7,84.5,83.6,60,60
Madagascar,2011,61.2,40,30,87.8,89.7,60,50.7,75.9,73.2,55,50
Malawi,2011,55.8,45,33,79.3,56.7,42.4,59.1,71.6,71,50,50
Malaysia ,2011,66.3,50,45,84.6,79.2,69.7,79.2,81.3,78.7,45,50
Maldives,2011,48.3,25,25,95.6,0,81.5,73.4,74.1,43.8,35,30
Mali,2011,56.3,30,28,60.5,86.5,51.2,65.8,77.6,73.2,50,40
Malta,2011,65.7,70,52,62.5,39.8,70,60,80.1,87.6,75,60
Mauritania,2011,52.1,25,25,81.1,73.9,48.3,50.3,77.4,69.9,30,40
Mauritius,2011,76.2,60,54,91.9,80,82,70.4,76.1,88,90,70
Mexico,2011,67.8,50,33,81.3,83.1,87.3,60.9,75.7,81.2,65,60
Micronesia,2011,50.3,30,30,97.6,0,58.7,82.4,73.4,81,20,30
Moldova,2011,55.7,40,33,85.6,48.1,69.5,39,77,80.2,35,50
Mongolia,2011,59.5,30,27,83.3,49.6,67.7,74.1,73.6,79.8,50,60
Montenegro,2011,62.5,40,39,89.4,28.6,71.3,92.3,76,83.6,55,50
Morocco,2011,59.6,40,33,67.8,74.6,75.7,27.2,76.5,75.8,65,60
Mozambique ,2011,56.8,30,25,77.5,76.5,63.1,39.2,80.3,81,45,50
Namibia,2011,62.7,30,45,67.9,74.8,72.9,84.6,70.9,86.4,55,40
Nepal,2011,50.1,30,23,86.4,88.4,59.2,44.3,73.8,61.4,5,30
New Zealand,2011,82.3,95,94,64.7,49.3,99.9,89.2,84.8,86.6,80,80
Nicaragua ,2011,58.8,20,25,78.8,81.3,54.3,67.1,71.7,84.8,55,50
Niger,2011,54.3,30,29,77.5,83,36.9,40.3,80,71.8,55,40
Nigeria,2011,56.7,30,25,84.4,73,51.6,84.5,73.5,65,40,40
North Korea,2011,1,5,5,0,0,0,0,0,0,0,0
Norway,2011,70.3,90,86,51.6,51.5,88.3,45.8,75.1,89.4,65,60
Oman,2011,69.8,50,55,98.5,68.1,69.4,89.1,69.5,83.6,55,60
Pakistan ,2011,55.1,30,24,80.5,88.8,70.9,46.3,63.6,67,40,40
Panama ,2011,64.9,40,34,82.6,88.6,75.1,41.1,77.1,75.8,65,70
Papua New Guinea,2011,52.6,20,21,66.3,63.3,60.2,72.4,72.9,85.4,35,30
Paraguay ,2011,62.3,30,21,97.6,93.4,61.7,24.9,80.9,83,70,60
Peru,2011,68.6,40,37,79.4,91,71.9,67.7,83.1,86,70,60
Poland,2011,64.1,60,50,74,43.8,61.4,61.2,78.1,87.6,65,60
Portugal,2011,64,70,58,61.1,36.2,80.1,34.7,82.3,87.6,70,60
Qatar,2011,70.5,70,70,99.8,78.1,70.3,67,71.9,82.4,45,50
Republic of Congo ,2011,43.6,10,19,61.8,79.7,40.8,42.3,71.4,61,20,30
Romania,2011,64.7,40,38,86.8,57.6,72,60.8,74.4,87.6,80,50
Russia,2011,50.5,25,22,82.7,65.1,50.7,62.9,63.1,68.2,25,40
Rwanda,2011,62.7,35,33,76.9,78.6,76.9,89.9,68.5,77.8,50,40
Saint Lucia,2011,70.8,70,70,74.4,71.4,86.2,83.4,85.3,71.9,55,40
Saint Vincent and the Grenadines,2011,66.9,70,64,72.3,65.1,79.3,76.8,78.2,73.3,50,40
Samoa,2011,60.6,60,45,80.1,67.9,72.8,82.1,68.5,70,30,30
Ṣo Tom̩ and Pr�_ncipe ,2011,49.5,30,28,87.2,67.5,32,46.4,62.2,66.6,45,30
Saudi Arabia,2011,66.2,45,43,99.4,74.6,86.1,77,64.3,82.2,40,50
Senegal,2011,55.7,40,30,65.4,78.8,62.3,42.9,79.7,73.2,45,40
Serbia ,2011,58,40,35,83.6,41.9,59,68.9,66,75.2,60,50
Seychelles,2011,51.2,50,48,77.7,52.5,62.4,58.1,54.9,33.4,45,30
Sierra Leone,2011,49.6,10,22,80.8,86.8,54.9,39.4,74.2,62.8,45,20
Singapore,2011,87.2,90,92,91.1,91.3,98.2,98,86.2,90,75,60
Slovakia,2011,69.5,50,45,84.2,63.7,73.4,64.5,81.6,87.6,75,70
Slovenia,2011,64.6,60,66,65.1,41.1,83.6,41.8,80.5,87.6,70,50
Solomon Islands,2011,45.9,30,28,69.2,32.9,59.8,66.6,70.4,62.4,10,30
Somalia,2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2011,62.7,50,47,69.6,77.5,72.3,56.7,71.9,77.2,45,60
South Korea,2011,69.8,70,55,72.2,73,91.6,46.5,78.7,70.8,70,70
Spain,2011,70.2,70,61,61,49.3,77.2,53,82.4,87.6,80,80
Sri Lanka,2011,57.1,40,31,73.4,84.7,71.9,61.8,65.8,72.2,30,40
Sudan,2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2011,53.1,40,37,68.1,80.3,40.7,81.8,76.4,66.4,10,30
Swaziland,2011,59.1,40,36,67.2,65.9,66.4,69.4,71,79.8,55,40
Sweden,2011,71.9,90,92,37.6,17.3,95,54,80.1,87.6,85,80
Switzerland,2011,81.9,90,90,68.4,69.3,80.2,87.8,83.8,90,80,80
Syria,2011,51.3,30,26,84.6,85.3,55.9,55.8,69.7,65.4,20,20
Taiwan,2011,70.8,70,56,78.3,89.7,84.7,46.1,82,86.2,65,50
Tajikistan,2011,53.5,25,20,88.6,77.3,60.7,56.4,64.5,82.5,20,40
Tanzania,2011,57,30,26,79.8,80.5,46,59,68.8,69.6,60,50
Thailand ,2011,64.7,45,34,74.8,90.6,69.9,76.3,70.8,75.9,40,70
The Bahamas,2011,68,70,55,97.2,86.9,72.5,81.3,74.6,42.2,30,70
The Gambia,2011,57.4,30,29,73.2,79.7,57.8,67.2,71.4,60.4,55,50
The Netherlands,2011,74.7,90,89,50.6,36.8,81.9,58.3,82.7,87.6,90,80
The Philippines,2011,56.2,30,24,78.8,91,43.4,50.7,76.3,77.8,40,50
Timor-Leste,2011,42.8,20,22,64.7,0,44.2,76.5,78.1,73,30,20
Togo,2011,49.1,30,28,68.1,88.6,36.8,43.7,78.1,62.2,25,30
Tonga,2011,55.8,25,30,83.1,73.2,77.4,92.1,71.1,56.2,30,20
Trinidad and Tobago,2011,66.5,50,36,83.7,75.8,58.4,77.1,71.8,81.7,60,70
Tunisia,2011,58.5,50,42,73.7,77.6,80.2,65.7,77.3,53.5,35,30
Turkey,2011,64.2,50,44,78.2,83.6,68.7,39.6,72.7,85.4,70,50
Turkmenistan,2011,43.6,10,18,93.6,95.5,30,30,69.6,79.2,0,10
Uganda,2011,61.7,30,25,80.6,90.5,50.3,87.8,73.2,74.8,45,60
Ukraine,2011,45.8,30,22,77.3,32.9,47.1,50,63.2,85.2,20,30
United Arab Emirates,2011,67.8,50,65,99.9,79.1,67.3,72.4,76.5,82.6,35,50
United Kingdom,2011,74.5,85,77,52,32.9,94.6,71.2,74.9,87.6,90,80
United States,2011,77.8,85,75,68.3,54.6,91,95.7,77.4,86.4,75,70
Uruguay ,2011,70,70,67,84.3,76.5,61.5,74.9,72.8,83,80,30
Uzbekistan,2011,45.8,15,17,90.5,71,66.8,60.2,61.7,66.2,0,10
Vanuatu,2011,56.7,40,32,96.1,79.1,68.8,49.8,76.5,55.1,30,40
Venezuela ,2011,37.6,5,19,75,65.3,47.8,31.1,47,61.2,5,20
Vietnam,2011,51.6,15,27,75.9,75.1,61.6,68.2,79.1,68.9,15,30
Yemen,2011,54.2,30,21,83.2,44.5,73.7,50.9,82.3,81.6,45,30
Zambia,2011,59.7,30,30,72.4,81.8,62.2,56.3,77.3,82.4,55,50
Zimbabwe,2011,22.1,5,22,70.3,0,32.1,36.8,0,45,0,10
Afghanistan,2010,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Albania,2010,66,35,34,92.6,74.2,68,52.1,78.7,85.8,70,70
Algeria,2010,56.9,30,32,83.5,73.4,71.2,56.4,77.2,70.7,45,30
Angola,2010,48.4,20,19,85.1,62.8,43.4,45.2,62.6,70.4,35,40
Argentina,2010,51.2,20,29,69.5,75.6,62.1,50.1,61.2,69.5,45,30
Armenia,2010,69.2,30,29,89.3,90.9,83.4,70.6,72.9,80.5,75,70
Australia,2010,82.6,90,87,61.4,64.9,90.3,94.9,82.7,85.1,80,90
Austria,2010,71.6,90,81,51.2,28.8,73.6,79.1,79.3,87.5,75,70
Azerbaijan,2010,58.8,20,19,79.5,77.5,74.6,82.5,62.7,77.1,55,40
Bahrain,2010,76.3,60,54,99.9,80.8,77.8,89.4,73.4,82.9,65,80
Bangladesh ,2010,51.1,20,21,72.8,93.9,59.4,53.8,66.6,58,45,20
Barbados,2010,68.3,80,70,70.1,54.6,90,80,73.1,60.5,45,60
Belarus,2010,48.7,20,20,85.2,32,72.1,84.8,62.6,80.3,20,10
Belgium,2010,70.1,80,73,42.2,30,92.9,67.1,77.9,87.5,80,70
Belize,2010,61.5,40,29,68.3,74.9,74.1,81.7,75.6,71.5,50,50
Benin,2010,55.4,30,31,75.9,85.2,42.3,47.8,74.6,57,60,50
Bhutan,2010,57,60,52,84.1,58.3,60.5,85.1,73.4,52,15,30
Bolivia,2010,49.4,10,30,84.3,67.5,57.3,39.4,63.2,76.9,15,50
Bosnia and Herzegovina,2010,56.2,10,32,83.2,28.8,61.3,61.2,74.7,80.8,70,60
Botswana,2010,70.3,70,58,74.1,67.1,70.5,70.8,68.8,73.9,80,70
Brazil,2010,55.6,50,35,68.4,50.3,54.5,57.5,75.8,69.2,45,50
Bulgaria,2010,62.3,30,36,86.3,48.3,77.8,78.1,69.5,87.4,50,60
Burkina Faso,2010,59.4,30,35,80.4,80,60,64.4,73,71.3,50,50
Burma,2010,36.7,5,13,81.9,98.4,20,20,46.5,72.3,0,10
Burundi,2010,47.5,25,19,72.2,42.7,37.8,66.9,62.7,68.6,50,30
Cambodia,2010,56.6,30,18,91,92.9,39.9,43.6,70.5,70,60,50
Cameroon,2010,52.3,30,23,71.8,92.7,37.2,52.2,71.9,59.7,35,50
Canada,2010,80.4,90,87,76.7,54.1,96.5,81.5,75.4,88.1,75,80
Cape Verde,2010,61.8,65,51,65.6,65.3,63.3,48.1,74.5,65.5,60,60
Central African Republic,2010,48.4,20,20,65.5,94.1,37.5,50.7,68.3,58.1,40,30
Chad,2010,47.5,20,16,50.5,89.2,32.7,46.9,76.7,58.4,45,40
Chile,2010,77.2,85,69,77.5,89.6,64.8,75.4,73,88,80,70
China,2010,51,20,36,70.2,88.1,49.7,53.2,70.6,72.2,20,30
Colombia,2010,65.5,50,38,74.3,74.8,83.6,72.7,74,72.5,55,60
Comoros,2010,44.9,30,25,65,85.1,43.7,31.4,76.4,62.4,10,20
Costa Rica ,2010,65.9,50,51,82.4,87,59.3,59,67.8,82.5,70,50
C̫te d'Ivoire ,2010,54.1,30,20,78.3,87.1,43.7,56.1,76,64.3,35,50
Croatia,2010,59.2,40,44,70.3,47.1,61.5,40.8,75.8,87.8,65,60
Cuba,2010,26.7,10,43,45.9,0,10,20,66.7,61.7,0,10
Cyprus,2010,70.9,80,64,72.7,44.8,80.3,61.5,82.9,82.5,70,70
Czech Republic,2010,69.8,65,52,80.1,45.6,65.5,76.4,75.6,87.5,70,80
Democratic Republic of Congo,2010,41.4,10,17,74,90.5,33.5,33.4,58.7,61.7,15,20
Denmark,2010,77.9,90,93,35.9,22,97.9,93.7,79.3,87.5,90,90
Djibouti,2010,51,30,30,78.2,58.9,35.7,55.3,70.5,31.9,60,60
Dominica,2010,63.2,65,60,67.7,49.8,75.4,65.2,80,74.3,65,30
Dominican Republic,2010,60.3,30,30,85.3,90.2,62.4,59.6,70.8,80,55,40
Ecuador,2010,49.3,20,20,79.3,77.5,52.9,42.2,63.9,71.8,25,40
Egypt,2010,59,40,28,89.7,73.4,65,55.6,64.2,74,50,50
El Salvador ,2010,69.9,50,39,85.7,89.2,67.4,64.5,74.1,83.8,75,70
Equatorial Guinea,2010,48.6,20,17,75.5,83.9,44.8,44.8,80.9,58.9,20,40
Eritrea,2010,35.3,10,26,73,6.9,18,70.8,59,69.1,0,20
Estonia,2010,74.7,80,66,80.2,62.2,83.1,47,71.1,87.5,90,80
Ethiopia,2010,51.2,30,26,77.7,82.9,66.3,61.5,60.4,61.9,25,20
Fiji,2010,60.3,30,40,75.7,80.6,63.5,84,73.6,71,25,60
Finland,2010,73.8,90,90,65.4,32.9,95,43.8,78.9,87.5,75,80
France,2010,64.2,80,69,51.9,17.9,86.3,54.7,79.7,82.5,50,70
Gabon,2010,55.4,40,31,61.5,86.4,58.8,57.4,71.4,62.1,45,40
Georgia,2010,70.4,40,39,89.1,65.3,87.9,93.7,70.2,89.1,70,60
Germany,2010,71.1,90,79,58.3,41.4,89.6,39.9,79.9,87.5,85,60
Ghana,2010,60.2,50,39,83.5,58.9,56.8,57.4,65.9,65.3,65,60
Greece,2010,62.7,60,47,65.9,41.9,77.4,55.1,77.6,82.5,60,60
Guatemala ,2010,61,35,31,79.3,93.9,52.5,54.3,70.2,84,60,50
Guinea,2010,51.8,20,16,69.9,93.1,43.7,78,57.4,60,40,40
Guinea-Bissau,2010,43.6,20,19,88.6,47.3,23.4,52.5,67,58.2,30,30
Guyana,2010,48.4,35,26,55.9,26.2,63.4,65.2,71,71.3,30,40
Haiti,2010,50.8,10,14,81.5,91.3,36,69.2,67.1,79.1,30,30
Honduras ,2010,58.3,30,26,84.7,73.5,63,31.6,70.2,83.7,60,60
Hong Kong,2010,89.7,90,81,93,93.7,98.7,87.4,83.1,90,90,90
Hungary ,2010,66.1,65,51,68.6,25.9,76.8,67.6,74.1,87.5,75,70
Iceland,2010,73.7,90,89,75.4,45.8,93,60.8,69.9,87.9,65,60
India,2010,53.8,50,34,73.4,76.1,36.3,57.7,67.5,67.9,35,40
Indonesia,2010,55.5,30,26,81.9,89.1,53.1,50.8,70.8,77.9,35,40
Iran,2010,43.4,10,23,81.1,79.6,69.9,55.1,54.7,50.2,0,10
Iraq,2010,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ireland,2010,81.3,90,77,71.1,61.8,92.8,79,79,87.5,95,80
Israel,2010,67.7,70,60,58.4,35.4,66.4,65.4,78.2,87.8,85,70
Italy,2010,62.7,55,48,55.2,31.2,77.9,58.2,79,87.5,75,60
Jamaica ,2010,65.5,45,31,74.8,61.8,87,70,68.4,72.2,85,60
Japan,2010,72.9,80,73,67.2,61.1,84.5,82.4,88.8,82.4,60,50
Jordan,2010,66.1,55,51,83,55.1,65.6,74.2,73.2,78.8,65,60
Kazakhstan,2010,61,30,22,87.9,82.1,73.5,83.1,65.6,85.9,30,50
Kenya,2010,57.5,30,21,78.1,83.1,63.4,63.7,72.7,67.9,45,50
Kiribati,2010,43.7,30,31,42.2,0,65.6,86.1,71.9,55.4,25,30
